Name,Birthname,Gender,Date of Birth,Place of Birth,Timezone,Data Source,Rodden Rating,Collector,Sun Position,Moon Position,Asc pos,Career 
"Abidal, Éric",Éric Sylvain Abidal,M,11 September 1979 at 18:25(= 6:25 PM ),"Lyon, France,45n45,  4e51",MEDT,BC/BR in hand,AA,Geslain,18°20,29°10,09°23, Sports 
"Abigail, Cantika",,F,12 July 1993 at 11:30(= 11:30 AM ),"Jakarta, Indonesia,6s10,  106e48",SST,Rectified from approx. time,C,Scholfield,19°51,22°27,16°22, Entertain/Music 
"Abitbol, David",,M,9 October 1964 at 01:30(= 01:30 AM ),"Rehovot, Israel,31n54,  34e49",EET,From memory,A,Scholfield,15°42,24°10,21°41, Art 
"Abitbol, Marc",Marc Mardochée Abitbol,M,12 October 1957,"Meknès, Morocco,33n53,  5w37",GMT,BC/BR in hand,AA,Geslain,,,, Education 
"Abitbol, Sarah",,F,8 June 1975 at 17:00(= 5:00 PM ),"Nantes, France,47n13,  1w33",MET,Quoted BC/BR,AA,Lepoivre,17°15,03°23,03°09, Sports 
"Abittan, Ary",,M,31 January 1974 at 12:40(= 12:40 PM ),"Paris, France,48n52,  2e20",MET,BC/BR in hand,AA,dekoster,11°13,13°18,06°05, Entertainment 
"Abney, Katherine",Katherine Luszcz,F,29 July 1960 at 05:53(= 05:53 AM ),"Milford, Massachusetts,42n08,  71w31",EDT,Quoted BC/BR,AA,Taglilatelo,06°16,10°17,08°35, Business 
"Abney, Robert",,M,19 March 1956 at 17:55(= 5:55 PM ),"Boston, Massachusetts,42n22,  71w04",EST,Quoted BC/BR,AA,Taglilatelo,29°19,02°26,00°06, Misc. 
"Aboucassem, Albert",,M,3 July 1930 at 22:30(= 10:30 PM ),"Alexandria, Egypt,31n12,  29e54",EET,From memory,A,Rodden,11°09,19°47,13°12, Occult Fields 
"Aboud, Paula",,F,20 March 1950 at 10:07(= 10:07 AM ),"Tucson, Arizona,32n13,  110w56",MST,News report,A,Scholfield,29°32,22°23,09°49, Business 
"Aboulhosn, Nadia",Nadia Aboul-Hosn,F,13 September 1988 at 12:28(= 12:28 PM ),"Orlando, Florida,28n32,  81w23",EDT,From memory,A,Scholfield,21°05,18°08,29°17, Beauty 
"Aboulker, Célestine",Célestine Nejma Aboulker,F,26 December 1874 at 14:00(= 2:00 PM ),"Algiers, Algeria,36n47,  3e03",LMT,BC/BR in hand,AA,Scholfield,04°41,18°20,21°30, Art 
"Aboulker, José",Joseph Georges Aboulker,M,5 March 1920 at 04:00(= 04:00 AM ),"Algiers, Algeria,36n47,  3e03",GDT,BC/BR in hand,AA,Geslain,14°15,17°17,11°09, Medical 
"Aboulker-Muscat, Colette Béatrice",Semha Colette Aboulker,F,28 January 1909 at 11:00(= 11:00 AM ),"Algiers, Algeria,36n47,  3e03",PMT,BC/BR in hand,AA,Scholfield,07°55,05°39,05°13, Education 
"Abourezk, James G.",James George Abourezk,M,24 February 1931 at 22:00(= 10:00 PM ),"Wood, South Dakota,43n30,  100w29",MST,BC/BR in hand,AA,Steinbrecher,05°38,29°53,29°42, Law 
"About, Edmond",François Edmond Valentin About,M,14 February 1828 at 23:00(= 11:00 PM ),"Dieuze, France,48n49,  6e43",LMT,Quoted BC/BR,AA,Gauquelin,25°17,18°00,28°16, Writers 
"About, Jean-Pierre",Jean-Pierre Marcel Lucien About,M,19 October 1942 at 13:30(= 1:30 PM ),"Tunis, Tunisia,36n48,  10e11",MEDT,BC/BR in hand,AA,Geslain,25°27,27°58,10°32, Entertain/Business 
Abra,Gabrielle Olivia Mirville,F,30 March 1989 at 09:00(= 09:00 AM ),"New York, New York,40n43,  74w00",EST,Rectified from approx. time,C,Scholfield,09°51,11°41,16°15, Entertainment 
"Abraham, Erich",Erich Gottfried Abraham,M,27 March 1895 at 13:00(= 1:00 PM ),"Marienburg, Poland,54n02,  19e01",MET,BC/BR in hand,AA,Scholfield,06°34,18°40,15°02, Law 
"Abraham, Karl",,M,3 May 1877 at 01:30(= 01:30 AM ),"Bremen, Germany,53n04,  8e49",LMT,Quoted BC/BR,AA,Gauquelin,12°41,16°04,03°12, Education 
"Abraham, Malouf Jr.",,M,29 March 1939 at 05:00(= 05:00 AM ),"Canadian, Texas,35n55,  100w23",CST,News report,A,Scholfield,07°52,20°18,00°02, Medical 
"Abraham, Sophia",Sophia Laurent Abraham,F,23 February 2009 at 10:25(= 10:25 AM ),"Los Angeles, California,34n03,  118w15",PST,Bio/autobiography,B,Scholfield,05°17,20°24,28°03, Entertainment 
"Abraham, Sylvie",Sylvie Henriette Abraham,F,18 April 1954 at 18:35(= 6:35 PM ),"Paris, France,48n52,  2e20",MET,BC/BR in hand,AA,Geslain,28°08,03°29,16°17, Medical 
"Abrahams, Jim",James Steven Abrahams,M,10 May 1944 at 21:55(= 9:55 PM ),"Milwaukee, Wisconsin,43n02,  87w54",CWT,Quoted BC/BR,AA,Przybylowski,20°17,24°35,13°23, Entertainment 
"Abrahamsen, Bjørg",Bjørg Neegård,F,25 February 1931 at 12:50(= 12:50 PM ),"Oslo, Norway,59n55,  10e45",CET,BC/BR in hand,AA,Viktor,05°55,03°31,23°24, Art 
"Abrahão, Sophia",Sophia Sampaio Abrahão,F,22 May 1991 at 21:15(= 9:15 PM ),"São Paulo, Brazil,23s3309,  46w3729",BZT,From memory,A,Scholfield,01°24,28°26,25°00, Beauty 
"Abrahm, Lorraine",,F,3 August 1938 at 23:55(= 11:55 PM ),"New York, New York,40n43,  74w0",EDT,From memory,A,Rodden,11°07,23°23,13°26, Law 
"Abrahão, Miguel M.",Miguel Martins Abrahão,M,25 January 1961 at 23:59(= 11:59 PM ),"São Paulo, Brazil,23s3309,  46w3729",-03,BC/BR in hand,AA,Scholfield,05°56,04°10,12°46, Education 
"Abramo, Barbara",,F,20 January 1954 at 01:03(= 01:03 AM ),"São Paulo, Brazil,23s3309,  46w3729",BZT,BC/BR in hand,AA,Borges,29°34,12°07,24°02, Occult Fields 
"Abramoff, Jack",,M,28 February 1959,"Atlantic City, New Jersey,39n22,  74w25",EST,Date in question,XX,Taglilatelo,,,, Law 
"Abramovic, John",,M,9 February 1919,"Etna, Pennsylvania,40n30,  79w57",EST,Date w/o time,X,Lehman,,,, Sports 
"Abramović, Marina",,F,30 November 1946 at 19:15(= 7:15 PM ),"Belgrado, Serbia,44n50,  20e30",MET,From memory,A,Lepoivre,07°57,24°41,24°09, Art 
"Abramowicz, Danny",Daniel Stanley Abramowicz,M,13 July 1945 at 09:16(= 09:16 AM ),"Steubenville, Ohio,40n22,  80w38",EWT,Quoted BC/BR,AA,Gauquelin,20°45,09°04,27°51, Entertainment 
"Abrams, Georgie",George Freedom Abrams,M,11 November 1918 at 00:40(= 12:40 AM ),"Roanoke, Virginia,37n16,  79w57",EST,BC/BR in hand,AA,Scholfield,18°02,12°16,01°08, Sports 
"Abrams, Griff",,M,25 January 1880 at 05:58(= 05:58 AM ),"Swansea, Wales,51n38,  3w57",GMT,From memory,A,Rodden,04°42,09°51,26°38, Occult Fields 
"Abrams, Sil Lai",,F,13 July 1970 at 01:05(= 01:05 AM ),"Wailuku, Hawaii,20n53,  156w30",AHST,Quoted BC/BR,AA,Scholfield,20°38,09°50,08°40, Beauty 
"Abrams, Stacey",Stacey Yvonne Abrams,F,9 December 1973 at 16:44(= 4:44 PM ),"Madison, Wisconsin,43n04,  89w24",CST,BC/BR in hand,AA,Viktor,17°44,16°04,24°24, Law 
"Abramson, H. Norman",Hyman Norman Abramson,M,4 March 1926 at 00:15(= 12:15 AM ),"San Antonio, Texas,29n25,  98w30",CST,BC/BR in hand,AA,Scholfield,12°55,04°05,27°14, Education 
"Abramson, Hilary",,F,28 May 1945 at 23:25(= 11:25 PM ),"Carlton Hill, USA,40n51,  74w07",EWT,Quoted BC/BR,AA,Rodden,07°23,01°03,21°32, Business/Marketing 
"Ábrego, Juan García",,M,13 September 1944 at 02:00(= 02:00 AM ),"Matamoros (Tamaulipas), Mexico,25n53,  97w30",CST,Quoted BC/BR,AA,Scholfield,20°24,04°37,23°45,
"Abrell, Charles G.",Charles Gene Abrell,M,12 August 1931 at 08:04(= 08:04 AM ),"Terre Haute, Indiana,39n28,  87w25",CST,BC/BR in hand,AA,Scholfield,18°53,01°32,24°54, Military 
"Abreu, Alê",Alexandre Cesario de Abreu,M,6 March 1971 at 22:50(= 10:50 PM ),"São Paulo, Brazil,23s3309,  46w3729",-03,BC/BR in hand,AA,Scholfield,15°51,20°49,06°43, Entertain/Business 
"Abreu, Cláudia",,F,12 October 1970 at 10:55(= 10:55 AM ),"Rio De Janeiro, Brazil,22s53,  43w0613",BZT,From memory,A,Borges,18°50,17°27,15°11, Entertainment 
"Abreu, Fernanda",Fernanda Sampaio de Lacerda Abreu,F,8 September 1961 at 23:00(= 11:00 PM ),"Rio de Janeiro (Rio de Janeiro), Brazil,22s5410,  43w1227",-03,From memory,A,Scholfield,16°09,04°53,28°12, Entertainment 
"Abreu, José de",José Pereira de Abreu Júnior,M,24 May 1946 at 00:30(= 12:30 AM ),"Santa Rita do Passa Quatro (São Paulo), Brazil,21s4237,  47w2841",-03,BC/BR in hand,AA,Scholfield,02°22,02°06,07°56, Entertainment 
"Abreu Gómez, Ermilo",,M,18 September 1894 at 09:00(= 09:00 AM ),"Mérida (Yucatan), Mexico,20n58,  89w37",LMT,BC/BR in hand,AA,Scholfield,25°40,06°21,09°12, Education 
"Abrial, Jean","Abrial, Jean Marie Charles",M,17 December 1879 at 13:00(= 1:00 PM ),"Réalmont, France,43n47,  2e12",LMT,Quoted BC/BR,AA,Gauquelin,25°16,20°06,19°47, Military 
"Abrial, Stéphane",Stéphane Gabriel Roger Marie Abrial,M,7 September 1954 at 10:00(= 10:00 AM ),"Condom, France,43n58,  0e22",MET,BC/BR in hand,AA,Geslain,14°12,05°05,23°58, Military 
"Abric, Pierre",Pierre Elie Laurent Marie Abric,M,26 May 1943 at 09:30(= 09:30 AM ),"Tunis, Tunisia,36n48,  10e11",MEDT,BC/BR in hand,AA,Geslain,04°11,00°54,21°20, Medical 
"Abril, Victoria",V. Merida,F,4 July 1959 at 15:03(= 3:03 PM ),"Madrid, Spain,40n24,  3w41",MET,From memory,A,Rodden,11°51,24°56,00°49, Entertainment 
"Abril de Vivero, Pablo",,M,28 October 1894 at 21:30(= 9:30 PM ),"Lima, Peru,12s03,  77w03",LMT,Quoted BC/BR,AA,Castellanos,05°41,10°09,25°04, Writers 
"Abrioux, Paul",Paul Henri Abrioux,M,22 October 1908 at 12:00(= 12:00 noon ),"Dijon, France,47n19,  5e01",LST,BC/BR in hand,AA,Geslain,28°41,27°02,04°49, Travel 
"Abromeit, Susie",Susan Palmer Abromeit,F,15 November 1982 at 21:55(= 9:55 PM ),"Boston, Massachusetts,42n22,  71w04",EST,Quoted BC/BR,AA,Craft,23°25,29°00,11°36, Entertainment 
"Abs, Otto",Otto August Hans Abs,M,30 November 1891 at 22:00(= 10:00 PM ),"Stettin, Germany,53n26,  14e34",LMT,BC/BR in hand,AA,Scholfield,08°25,01°18,25°24, Education 
"Absalon, Julien",,M,16 August 1980 at 03:08(= 03:08 AM ),"Remiremont, France,48n01,  6e35",MEDT,BC/BR in hand,AA,de Jabrun,23°19,21°33,14°33, Sports 
"Absil, Jean",,M,23 October 1893 at 23:00(= 11:00 PM ),"Bon Secours, Belgium,50n30,  3e36",GMT,BC/BR in hand,AA,Steinbrecher,00°47,12°41,11°08, Business/Marketing 
"Absillis, Christian",,M,15 February 1979 at 14:05(= 2:05 PM ),"Charleroi, Belgium,50n25,  4e26",CET,Quoted BC/BR,AA,Mandl,26°15,03°46,14°39,
"Abu-Jamal, Mumia",Wesley Cook,M,24 April 1954,"Philadelphia, Pennsylvania,39n57,  75w10",EST,Date w/o time,X,Rodden,,,, Writers 
"Acampora, Enzo",Enzo Acampora,M,16 May 1947 at 08:40(= 08:40 AM ),"Naples, Italy,40n51,  14e17",MEDT,From memory,A,Steinbrecher,24°34,28°45,08°25, Occult Fields 
"Accambray, Jacques",Jacques Paul Charles Accambray,M,23 May 1950 at 06:15(= 06:15 AM ),"Divion, France,50n28,  2e30",MET,BC/BR in hand,AA,Geslain,01°31,11°12,23°31, Sports 
"Accard, Robert",Robert Auguste Accard,M,26 November 1897 at 22:00(= 10:00 PM ),"Lisieux, France,49n09,  0e14",LST,BC/BR in hand,AA,Geslain,04°58,10°36,19°33, Sports 
"Accardi, Gimena",María Gimena de los Milagros Accardi,F,27 May 1985 at 20:00(= 8:00 PM ),"Buenos Aires, Argentina,34s36,  58w27",-03,Rectified from approx. time,C,Scholfield,06°35,11°59,08°25, Entertainment 
"Accardo, Salvatore",,M,26 September 1941 at 02:00(= 02:00 AM ),"Torino, Italy,45n03,  7e40",MEDT,Quoted BC/BR,AA,Bordoni,02°31,08°13,01°07, Education 
"Accart, Jean",Jean Mary Julien Accart,M,7 April 1912 at 22:45(= 10:45 PM ),"Fécamp, France,49n45,  0e22",GMT,BC/BR in hand,AA,Geslain,17°45,29°10,02°55, Travel 
"Accetti, Paride",,M,27 March 1921 at 13:45(= 1:45 PM ),"Milan, Italy,45n28,  9e12",MET,Quoted BC/BR,AA,Bordoni,06°19,22°39,11°03, Business 
Accident: Aberfan mine disaster,,,21 October 1966 at 09:15(= 09:15 AM ),"Merthyr Tydfil, Wales,51n46,  3w23",GDT,"Timed documented source, news",A,Keller,27°29,28°45,11°44,
Accident:Darmstadt Theatre fire,,,24 October 1871 at 16:30(= 4:30 PM ),"Darmstadt, Germany,49n53,  8e40",LMT,News report,A,Keller,00°49,17°06,22°10, Entertainment 
Accident: Seveso disaster,,,10 July 1976 at 12:37(= 12:37 PM ),"Seveso, Italy,45n39,  9e09",MEDT,News report,A,Keller,18°17,03°59,05°12,
Accident: Ship explosion,,,3 November 1893 at 16:45(= 4:45 PM ),"Santander, Spain,43n28,  3w48",LMT,News report,A,Keller,11°31,15°52,12°05,
Accident: Ustica affair,,,27 June 1980 at 20:59(= 8:59 PM ),"Ustica, Italy,38n42,  13e11",MEDT,News report,A,Keller,06°15,29°01,13°10, Military 
"Accident: Ponte Morandi bridge collapse, Genoa",,,14 August 2018 at 11:36(= 11:36 AM ),"Genoa, Italy,44n25,  8e57",CEST,News report,A,Astrodienst,21°34,02°46,19°38,
"Accident: 1947 Ocean Liberty explosion, France",,,28 July 1947 at 17:24(= 5:24 PM ),"Brest, France,48n24,  4w29",CET,Timed official source,AA,Astrodienst,04°45,16°51,11°17,
Accident: 1955 Le Mans disaster,,,11 June 1955 at 18:28(= 6:28 PM ),"Le Mans, France,48n0,  0e12",CET,News report,A,Astrodienst,20°01,28°23,22°17,
"Accident: 1992 Airbus A320 crash, Strasbourg",,,20 January 1992 at 19:20(= 7:20 PM ),"Barr, France,48n24,  7e27",CET,News report,A,De Jabrun,29°57,12°20,24°54,
Accident: 2003 The Station nightclub fire,,,20 February 2003 at 23:07(= 11:07 PM ),"Warwick, Rhode Island,41n42,  71w23",EST,News report,A,Astrodienst,02°06,28°46,09°51,
Accident: 2013 Monteforte Irpino bus crash,,,28 July 2013 at 20:30(= 8:30 PM ),"Monteforte Irpino, Italy,40n54,  14e42",MEDT,"Timed documented source, news",A,de Jabrun,05°50,24°37,10°21,
Accident: 2015 Tianjin explosion,,,12 August 2015 at 23:36(= 11:36 PM ),"Tianjin (Tianjin Shi), China,39n0832,  117e1036",AWST,News report,A,De Jabrun,19°37,27°16,01°47,
Accident: 2019 Paris Trévise gas explosion,,,12 January 2019 at 08:50(= 08:50 AM ),"Paris Arrondissement 9, France,48n5221,  2e2025",MET,News report,A,de Jabrun,21°48,29°46,22°42,
Accident: 2020 Beirut explosions,Time of second explosion,,4 August 2020 at 18:08(= 6:08 PM ),"Beirut, Lebanon,33n53,  35e30",EEST,News report,A,Astrodienst,12°41,24°04,18°44,
Accident: 2020 Tarragona explosion,,,14 January 2020 at 18:40(= 6:40 PM ),"Tarragona, Spain,41n07,  1e15",CET,News report,A,De Jabrun,24°00,16°42,05°03,
Accident: 2021 Mount Meron Crush,,,30 April 2021 at 00:50(= 12:50 AM ),"Meron, Israel,32n59,  35e26",IDT,News report,A,De Jabrun,09°47,18°46,24°30,
"Accident: 2022 Airbus 318 engine fire, Paris",,,21 January 2022 at 20:45(= 8:45 PM ),"Paris, France,48n52,  2e20",CET,News report,A,de Jabrun,01°45,15°47,08°00,
Accident: 2023 Odisha Train Collision,,,2 June 2023 at 19:00(= 7:00 PM ),"Bhubaneswar, India,20n14,  85e50",IST,News report,A,Astrodienst,11°47,21°03,20°51,
Accident: 2023 Paris gas explosion,,,21 June 2023 at 16:55(= 4:55 PM ),"Paris Arrondissement 5, France,48n5046,  2e2041",CEST,News report,A,Astrodienst,29°59,08°24,03°06,
"Accident: 2023 Tempe train crash, Greece",,,28 February 2023 at 23:21(= 11:21 PM ),"Evangelismos, Greece,39n5002,  22e3101",EET,News report,A,Astrodienst,10°01,27°20,10°41,
Accident: 2023 Titan submersible incident,,,18 June 2023 at 13:45(= 1:45 PM ),"Titanic Location, No Country,41n44,  49w57",GMT,News report,A,Astrodienst,27°05,01°26,08°42,
Accident: 2023 Wintzenheim fire,,,9 August 2023 at 06:30(= 06:30 AM ),"Wintzenheim, France,48n04,  7e17",CEST,News report,A,Astrodienst,16°22,25°25,17°45,
Accident: 2023 Yinchuan gas explosion,,,21 June 2023 at 20:40(= 8:40 PM ),"Yinchuan (Ningxia Huizu Z.), China,38n2805,  106e1623",CST,News report,A,Astrodienst,29°55,07°17,05°13,
Accident: 2024 Haneda Airport runway collision,,,2 January 2024 at 17:47(= 5:47 PM ),"Haneda (Tokyo), Japan,35n3257,  139e4445",JST,News report,A,Astrodienst,11°26,22°08,26°43,
Accident: Air France Lockheed Constellation Crash,,,28 October 1949 at 02:51(= 02:51 AM ),"Azores, Portugal,37n44,  25w40",AZT,"Timed documented source, news",A,De Jabrun,04°26,28°23,24°31,
Accident: Aircraft Explosion,"Mitchell Airport, WI",,10 December 1993 at 07:00(= 07:00 AM ),"Milwaukee, Wisconsin,43n02,  87w54",CST,News report,A,Przybylowski,18°29,10°15,14°49,
Accident: Amtrak Iowa,,,17 March 2001 at 23:40(= 11:40 PM ),"Nodaway, Iowa,40n56,  94w54",CST,"Timed documented source, news",A,Rodden,27°41,12°48,29°40,
Accident: Amtrak Utah,,,13 September 2001 at 17:30(= 5:30 PM ),"Wendover, Nevada,40n44,  114w02",MDT,"Timed documented source, news",A,Rodden,21°14,02°34,01°05,
Accident: Apollo 1 (Fire),Apollo Saturn-204,,27 January 1967 at 06:31:05(= 06:31:05 AM ),"Cape Canaveral, Florida,28n24,  80w36",EST,Timed official source,AA,Liefeld,06°50,23°12,24°10,
Accident: Arecibo telescope collapse,,,1 December 2020 at 07:53:50(= 07:53:50 AM ),"Arecibo Observatory, Puerto Rico,18n2039,  66w4510",AST,Timed official source,AA,Astrodienst,09°45,22°00,24°45,
Accident: BP Oil Rig Explosion,,,20 April 2010 at 22:00(= 10:00 PM ),"Venice, Louisiana,29n17,  89w21",CDT,"Timed documented source, news",A,Taglilatelo,00°55,22°36,04°17,
Accident: Bad Aibling rail collision,,,9 February 2016 at 06:48(= 06:48 AM ),"Bad Aibling, Germany,47n52,  12e0",MET,News report,A,De Jabrun,19°54,28°21,02°15,
Accident: Belgian train,,,27 March 2001 at 08:45(= 08:45 AM ),"Brussels, Belgium,50n50,  4e20",MEDT,"Timed documented source, news",A,Rodden,06°40,02°38,13°05,
Accident: Bhopal gas explosion,,,3 December 1984 at 00:35(= 12:35 AM ),"Bhopal, India,23n16,  77e24",IST,Timed official source,AA,de Jabrun,10°48,07°35,16°39,
Accident: Blackout São Paulo 1999,,,11 March 1999 at 10:18(= 10:18 AM ),"São Paulo, Brazil,23s3309,  46w3729",BZT,"Timed documented source, news",A,Borges,20°31,03°46,16°33,
Accident: Bridge Collapse MN,,,1 August 2007 at 18:05(= 6:05 PM ),"Minneapolis, Minnesota,44n59,  93w16",CDT,"Timed documented source, news",A,Taglilatelo,09°19,17°13,27°43,
Accident: Buenos Aires Fire,,,30 December 2004 at 23:00(= 11:00 PM ),"Buenos Aires, Argentina,34s36,  58w27",BZT,"Timed documented source, news",A,Taglilatelo,09°44,28°13,01°48,
Accident: Bus Crash,,,2 March 2007 at 05:30(= 05:30 AM ),"Atlanta, Georgia (US),33n45,  84w23",EST,"Timed documented source, news",A,Taglilatelo,11°28,24°23,07°45,
Accident: Bus Crash Switzerland,,,13 March 2012 at 21:15(= 9:15 PM ),"Siders, Switzerland,46n18,  7e32",MET,News report,A,atr,23°39,07°55,24°47,
Accident: Cable Car,Austrian cable car,,11 November 2000 at 09:10(= 09:10 AM ),"Kaprun, Austria,47n16,  12e46",MET,"Timed documented source, news",A,Rodden,19°15,12°07,11°26,
Accident: Carbon Monoxide,Monterolier Caves,,21 May 1995 at 21:00(= 9:00 PM ),"Bellencombre, France,49n42,  1e14",MEDT,"Timed documented source, news",A,Petitallot,00°15,04°04,23°57,
Accident: Chernobyl Explosion,Nuclear power plant,,26 April 1986 at 01:23(= 01:23 AM ),"Chernobyl Accident site, Ukraine,51n2323,  30e0557",MSD,"Timed documented source, news",A,Rodden,05°22,24°26,22°35,
Accident: Chicago Fire,,,8 October 1871 at 23:00(= 11:00 PM ),"Chicago, Illinois,41n51,  87w39",LMT,"Timed, original source unknown",C,Borges,15°27,12°54,21°33,
Accident: Collision Puisseguin,,,23 October 2015 at 07:30(= 07:30 AM ),"Libourne, France,44n55,  0w14",MEDT,News report,A,De Jabrun,29°29,00°07,17°55,
Plane Crash: Concorde Flight 4590,,,25 July 2000 at 16:46(= 4:46 PM ),"Gonesse, France,48n59,  2e27",MEDT,"Timed documented source, news",A,Rodden,02°57,17°35,26°09,
"Accident: Construction Crane Collapse (Toul, FR)",Toul Catastrophe,,26 January 1995 at 16:18(= 4:18 PM ),"Toul, France,48n41,  5e54",MET,"Timed documented source, news",A,Petitallot,06°12,08°11,24°59,
Accident: Copiapo mining collapse,,,5 August 2010 at 14:00(= 2:00 PM ),"Copiapó, Chile,27s22,  70w20",AST,News report,A,de Jabrun,13°13,13°57,17°32,
Accident: Costa Concordia capsize,,,13 January 2012 at 20:45:05(= 8:45 PM ),"Giglio Porto, Italy,42n22,  10e55",MET,"Timed documented source, news",A,Liefeld,23°01,19°40,06°33,
"Plane Crash: Cubana de Aviacion, Flight 972",,,18 May 2018 at 12:08(= 12:08 PM ),"Santiago de las Vagas, Cuba,22n5839,  82w2241",CDT,News report,A,de Jabrun,27°40,11°13,11°07,
Accident: Cygnus explosion (spacecraft)),Cygnus CRS Orb-3,,29 October 2014 at 18:22:38(= 6:22 PM ),"Wallops Flight Facility, Virginia,37n5625,  75w2759",EDT,Timed official source,AA,Liefeld,06°25,20°57,13°41,
Accident: Eastbourne rail crash,,,25 August 1958 at 07:27(= 07:27 AM ),"Eastbourne, England,50n46,  0e17",BST,News report,A,AA-GB,01°33,14°49,15°49,
Accident: Electric Explosion,,,3 January 2001 at 11:45(= 11:45 AM ),"Everett, Massachusetts,42n25,  71w03",EST,"Timed documented source, news",A,Rodden,13°23,22°18,23°56,
Accident: Enschede Fireworks Disaster,,,13 May 2000 at 15:34(= 3:34 PM ),"Enschede, Netherlands,52n13,  6e54",MEDT,News report,A,Michiels,23°05,27°19,24°25,
Accident: Explosion Tokyo,,,1 September 2001 at 01:00(= 01:00 AM ),"Tokyo, Japan,35n42,  139e46",JST,"Timed documented source, news",A,Rodden,08°19,13°57,15°40,
Accident: Ferry Herald of Free Enterprise,,,6 March 1987 at 19:05(= 7:05 PM ),"Zeebrugge, Belgium,51n20,  3e12",MET,News report,A,Michiels,15°38,07°25,21°48,
Accident: Ferry Norman Atlantic fire,,,28 December 2014 at 06:00(= 06:00 AM ),"Igoumenítsa, Greece,39n30,  20e16",EET,News report,A,de Jabrun,06°19,28°29,09°14,
"Accident: Fire, China",Luoyang disco,,25 December 2000 at 21:35(= 9:35 PM ),"Luoyang (Henan), China,34n4101,  112e2713",AWST,"Timed documented source, news",A,Rodden,04°04,02°21,27°10,
"Accident: Fire, France",Sarcelles Maternity ward,,13 March 1971 at 23:45(= 11:45 PM ),"Sarcelles, France,49n00,  2e23",MET,"Timed documented source, news",A,Petitallot,22°42,12°41,16°40,
"Accident: Fire, Holland",Volendam nightclub,,1 January 2001 at 00:15(= 12:15 AM ),"Volendam, Netherlands,52n30,  5e04",MET,"Timed documented source, news",A,Rodden,10°36,18°20,03°08,
"Accident: Fire, Italy",,,31 October 1997 at 11:09(= 11:09 AM ),"Milan, Italy,45n28,  9e12",MET,"Timed documented source, news",A,Rodden,08°01,08°05,25°33,
"Accident: Fire, NYC",New York Garment shop,,25 March 1911 at 16:40(= 4:40 PM ),"New York, New York,40n43,  74w00",EST,"Timed documented source, news",A,Rodden,04°07,06°30,16°42,
"Accident: Fire, Vienna Theatre",,,8 December 1881 at 18:45(= 6:45 PM ),"Vienna, Austria,48n13,  16e2223",LMT,News report,A,Keller,16°50,21°10,23°08,
Accident: Fire Coconut Grove,,,28 November 1942 at 22:17(= 10:17 PM ),"Boston, Massachusetts,42n22,  71w04",EWT,"Timed, original source unknown",C,Taglilatelo,06°14,14°23,13°54,
Accident: Fire Iroquois Thtr.,Iroquois Theater Fire in Chicago,,30 December 1903 at 15:32(= 3:32 PM ),"Chicago, Illinois,41n51,  87w39",CST,"Timed, original source unknown",C,Taglilatelo,08°02,23°04,26°36,
Accident: Forsmark failure,,,25 July 2006 at 13:21(= 1:21 PM ),"Forsmark, Sweden,60n22,  18e09",MEDT,Timed official source,AA,Keller,02°23,05°38,25°30,
